Title,Authors,Year,Publisher,Citations,Link,References
A polar coordinate system represents syntax in large language models,"PJ Diego Simon, S d'Ascoli, E Chemla… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/be36e50757bf9cd280aa74f89a7d1c23-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:vj3bxgjbqrUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Utilizing Large Language Models for Advanced Service Management: Potential Applications and Operational Challenges,"SR Peddinti, SR Katragadda, BK Pandey… ",2023,papers,14,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5119925,"https://scholar.google.com/scholar?q=related:fEJOdW7QGVoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
An empirical categorization of prompting techniques for large language models: A practitioner's guide,"O Fagbohun, RM Harrison, A Dereventsov ",2024,arxiv,12,https://arxiv.org/abs/2402.14837,"https://scholar.google.com/scholar?q=related:ggDF_RPkDxUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Comprehensive analysis of transparency and accessibility of chatgpt, deepseek, and other sota large language models","R Sapkota, S Raza, M Karkee ",2025,arxiv,3,https://arxiv.org/abs/2502.18505,"https://scholar.google.com/scholar?q=related:OcUeXCtmsLsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Datagen: Unified synthetic dataset generation via large language models,"Y Huang, S Wu, C Gao, D Chen, Q Zhang… ",2024,openreview,1,https://openreview.net/forum?id=F5R0lG74Tu,"https://scholar.google.com/scholar?q=related:xZzzhJfa4AkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Comparing large language models and human programmers for generating programming code,"W Hou, Z Ji ",2025,Wiley Online Library,7,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/advs.202412279,"https://scholar.google.com/scholar?q=related:bdBbu2TH-XwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm-esr: Large language models enhancement for long-tailed sequential recommendation,"Q Liu, X Wu, Y Wang, Z Zhang, F Tian… ",2024,proceedings,4,https://proceedings.neurips.cc/paper_files/paper/2024/hash/2f0728449cb3150189d765fc87afc913-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:Rr5HsLoqwNYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
InferDPT: Privacy-preserving Inference for Black-box Large Language Models,"M Tong, K Chen, J Zhang, Y Qi… ",2025,ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/10922117/,"https://scholar.google.com/scholar?q=related:mS8G9ir57ckJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A large language model artificial intelligence for patient queries in atopic dermatitis.,"P Sulejmani, O Negris, V Aoki, CY Chu… ",2024,search,7,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09269959&asa=N&AN=177466867&h=f3sAd24fssxuOreI6dlqxwW3NMogQFF21SlnjmeN3oOE%2BVqeLppN1fP2uT8J7LPbmxTgEaNe33Rdpmxga3BDGQ%3D%3D&crl=c,"https://scholar.google.com/scholar?q=related:F-0ThA6JnPcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Health system-scale language models are all-purpose prediction engines,"LY Jiang, XC Liu, NP Nejatian, M Nasir",2023,nature,284,https://www.nature.com/articles/s41586-023-06160-y,"https://scholar.google.com/scholar?q=related:Jr9oLSNWSYwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Language models can solve computer tasks,"G Kim, P Baldi, S McAleer ",2023,proceedings,346,https://proceedings.neurips.cc/paper_files/paper/2023/hash/7cc1005ec73cfbaac9fa21192b622507-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:tRpkeW-abCMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Continuous space language models,H Schwenk ,2007,Elsevier,693,https://www.sciencedirect.com/science/article/pii/S0885230806000325,"https://scholar.google.com/scholar?q=related:Ztizen9kC7QJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
PaDeLLM-NER: parallel decoding in large language models for named entity recognition,"J Lu, Y Wang, Z Yang, X Liu… ",2024,proceedings,5,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d5aed68fde8e934d0ae4aadb57acc6c0-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:aqR6CXNXPSgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Quantifying memorization across neural language models,"N Carlini, D Ippolito, M Jagielski, K Lee… ",2022,openreview,721,https://openreview.net/forum?id=TatRHT_1cK,"https://scholar.google.com/scholar?q=related:wO2aJe5HM6MJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Solving quantitative reasoning problems with language models,"A Lewkowycz, A Andreassen… ",2022,proceedings,754,https://proceedings.neurips.cc/paper_files/paper/2022/hash/18abbeef8cfe9203fdf9053c9c4fe191-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:5Mb9ldXJi04J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Number without a language model,"E Spaepen, M Coppola, ES Spelke, SE Carey… ",2011,pnas,255,https://www.pnas.org/doi/abs/10.1073/pnas.1015975108,"https://scholar.google.com/scholar?q=related:A4zhOMbst3AJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A survey of backdoor attacks and defenses on large language models: Implications for security measures,"S Zhao, M Jia, Z Guo, L Gan, X Xu, X Wu, J Fu… ",2024,techrxiv,20,https://www.techrxiv.org/doi/full/10.36227/techrxiv.172832726.62863760,"https://scholar.google.com/scholar?q=related:qI24oju6VBQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Video-llama: An instruction-tuned audio-visual language model for video understanding,"H Zhang, X Li, L Bing ",2023,arxiv,858,https://arxiv.org/abs/2306.02858,"https://scholar.google.com/scholar?q=related:a2OYIG2JYAMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large pre-trained language models contain human-like biases of what is right and wrong to do,"P Schramowski, C Turan, N Andersen… ",2022,nature,336,https://www.nature.com/articles/s42256-022-00458-8,"https://scholar.google.com/scholar?q=related:6THOgj2080AJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Codetree: Agent-guided tree search for code generation with large language models,"J Li, H Le, Y Zhou, C Xiong, S Savarese… ",2024,arxiv,6,https://arxiv.org/abs/2411.04329,"https://scholar.google.com/scholar?q=related:hrDH5RPMRvIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Meaningful Learning: Enhancing Abstract Reasoning in Large Language Models via Generic Fact Guidance,"K Xiong, X Ding, T Liu, B Qin, D Xu… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/da5498f88193ff61f0daea1940b819da-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:uqx6CybztrQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Confident adaptive language modeling,"T Schuster, A Fisch, J Gupta… ",2022,proceedings,217,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6fac9e316a4ae75ea244ddcef1982c71-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:ykWQgAQ3mn8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Deeptextmark: A deep learning-driven text watermarking approach for identifying large language model generated text,"T Munyer, AA Tanvir, A Das, X Zhong ",2024,ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10471537/,"https://scholar.google.com/scholar?q=related:Gw0KV0dfNHUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
How can transformers and large language models like ChatGPT help LCA practitioners,"S Cornago, S Ramakrishna, JSC Low ",2023,researchgate,12,https://www.researchgate.net/profile/Simone-Cornago/publication/370983553_How_can_Transformers_and_large_language_models_like_ChatGPT_help_LCA_practitioners/links/646da0718bf29018ccbb20af/How-can-Transformers-and-large-language-models-like-ChatGPT-help-LCA-practitioners.pdf,"https://scholar.google.com/scholar?q=related:T1W7vi8mngMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Automating turkish educational quiz generation using large language models,"K Zeinalipour, YG Keptiğ, M Maggini, M Gori ",2024,Springer,5,https://link.springer.com/chapter/10.1007/978-3-031-82150-9_19,"https://scholar.google.com/scholar?q=related:JFdFTp0o2D4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Automated review generation method based on large language models,"S Wu, X Ma, D Luo, L Li, X Shi, X Chang, X Lin… ",2024,arxiv,2,https://arxiv.org/abs/2407.20906,"https://scholar.google.com/scholar?q=related:FYwDhOP6D8MJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Single image unlearning: Efficient machine unlearning in multimodal large language models,"J Li, Q Wei, C Zhang, G Qi, M Du… ",2024,proceedings,6,https://proceedings.neurips.cc/paper_files/paper/2024/hash/3e53d82a1113e3d240059a9195668edc-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:3tXm9zEO16MJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Between reality and delusion: challenges of applying large language models to companion robots for open-domain dialogues with older adults,"B Irfan, S Kuoppamäki, A Hosseini, G Skantze ",2025,Springer,32,https://link.springer.com/article/10.1007/s10514-025-10190-y,"https://scholar.google.com/scholar?q=related:gPLqovGCkAIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Raising the bar: Investigating the values of large language models via generative evolving testing,"H Jiang, X Yi, Z Wei, Z Xiao, S Wang, X Xie ",2024,arxiv,4,https://arxiv.org/abs/2406.14230,"https://scholar.google.com/scholar?q=related:x3Tlxu95vXwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm-check: Investigating detection of hallucinations in large language models,"G Sriramanan, S Bharti, VS Sadasivan… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/3c1e1fdf305195cd620c118aaa9717ad-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:TRRXFV-nqBcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Larger language models do in-context learning differently,"J Wei, J Wei, Y Tay, D Tran, A Webson, Y Lu… ",2023,arxiv,334,https://arxiv.org/abs/2303.03846,"https://scholar.google.com/scholar?q=related:A-wVycE5eC0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large pre-trained language models contain human-like biases of what is right and wrong to do,"P Schramowski, C Turan, N Andersen… ",2022,nature,336,https://www.nature.com/articles/s42256-022-00458-8,"https://scholar.google.com/scholar?q=related:6THOgj2080AJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Codetree: Agent-guided tree search for code generation with large language models,"J Li, H Le, Y Zhou, C Xiong, S Savarese… ",2024,arxiv,6,https://arxiv.org/abs/2411.04329,"https://scholar.google.com/scholar?q=related:hrDH5RPMRvIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Meaningful Learning: Enhancing Abstract Reasoning in Large Language Models via Generic Fact Guidance,"K Xiong, X Ding, T Liu, B Qin, D Xu… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/da5498f88193ff61f0daea1940b819da-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:uqx6CybztrQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Confident adaptive language modeling,"T Schuster, A Fisch, J Gupta… ",2022,proceedings,217,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6fac9e316a4ae75ea244ddcef1982c71-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:ykWQgAQ3mn8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Deeptextmark: A deep learning-driven text watermarking approach for identifying large language model generated text,"T Munyer, AA Tanvir, A Das, X Zhong ",2024,ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10471537/,"https://scholar.google.com/scholar?q=related:Gw0KV0dfNHUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Automating turkish educational quiz generation using large language models,"K Zeinalipour, YG Keptiğ, M Maggini, M Gori ",2024,Springer,5,https://link.springer.com/chapter/10.1007/978-3-031-82150-9_19,"https://scholar.google.com/scholar?q=related:JFdFTp0o2D4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
A Survey on Large Language Models for Automated Planning,"M Aghzal, E Plaku, GJ Stein, Z Yao ",2025,arxiv,1,https://arxiv.org/abs/2502.12435,"https://scholar.google.com/scholar?q=related:46PooYfsJBYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Automated review generation method based on large language models,"S Wu, X Ma, D Luo, L Li, X Shi, X Chang, X Lin… ",2024,arxiv,2,https://arxiv.org/abs/2407.20906,"https://scholar.google.com/scholar?q=related:FYwDhOP6D8MJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Single image unlearning: Efficient machine unlearning in multimodal large language models,"J Li, Q Wei, C Zhang, G Qi, M Du… ",2024,proceedings,6,https://proceedings.neurips.cc/paper_files/paper/2024/hash/3e53d82a1113e3d240059a9195668edc-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:3tXm9zEO16MJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Between reality and delusion: challenges of applying large language models to companion robots for open-domain dialogues with older adults,"B Irfan, S Kuoppamäki, A Hosseini, G Skantze ",2025,Springer,32,https://link.springer.com/article/10.1007/s10514-025-10190-y,"https://scholar.google.com/scholar?q=related:gPLqovGCkAIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Raising the bar: Investigating the values of large language models via generative evolving testing,"H Jiang, X Yi, Z Wei, Z Xiao, S Wang, X Xie ",2024,arxiv,4,https://arxiv.org/abs/2406.14230,"https://scholar.google.com/scholar?q=related:x3Tlxu95vXwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Llm-check: Investigating detection of hallucinations in large language models,"G Sriramanan, S Bharti, VS Sadasivan… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/3c1e1fdf305195cd620c118aaa9717ad-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:TRRXFV-nqBcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Larger language models do in-context learning differently,"J Wei, J Wei, Y Tay, D Tran, A Webson, Y Lu… ",2023,arxiv,334,https://arxiv.org/abs/2303.03846,"https://scholar.google.com/scholar?q=related:A-wVycE5eC0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Ignore previous prompt: Attack techniques for language models,"F Perez, I Ribeiro ",2022,arxiv,365,https://arxiv.org/abs/2211.09527,"https://scholar.google.com/scholar?q=related:fvM1wvQFckQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Shepherd: A critic for language model generation,"T Wang, P Yu, XE Tan, S O'Brien, R Pasunuru… ",2023,arxiv,67,https://arxiv.org/abs/2308.04592,"https://scholar.google.com/scholar?q=related:CbL906RHvGwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Safeinfer: Context adaptive decoding time safety alignment for large language models,"S Banerjee, S Layek, S Tripathy, S Kumar… ",2024,arxiv,6,https://arxiv.org/abs/2406.12274,"https://scholar.google.com/scholar?q=related:Pyk0n22T6a8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Sled: Self logits evolution decoding for improving factuality in large language models,"J Zhang, DC Juan, C Rashtchian… ",2024,proceedings,3,https://proceedings.neurips.cc/paper_files/paper/2024/hash/0939f13ffce3ff487509d902ddba4571-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:5w1x31LprGYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Language Model Beats Diffusion--Tokenizer is Key to Visual Generation,"L Yu, J Lezama, NB Gundavarapu, L Versari… ",2023,arxiv,246,https://arxiv.org/abs/2310.05737,"https://scholar.google.com/scholar?q=related:BLWAmkDhG5YJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Show your work: Scratchpads for intermediate computation with language models,"M Nye, AJ Andreassen, G Gur",2021,openreview,673,https://openreview.net/forum?id=iedYJm92o0a&ref=morioh.com&utm_source=morioh.com,"https://scholar.google.com/scholar?q=related:YJCrhK2m58UJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large Language Models' Expert-level Global History Knowledge Benchmark (HiST-LLM),"J Hauser, D Kondor, J Reddish… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/38cc5cba8e513547b96bc326e25610dc-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:i4fztEwHD9IJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Data-driven discovery of dynamical systems in pharmacology using large language models,"S Holt, Z Qian, T Liu, J Weatherall… ",2024,proceedings,1,https://proceedings.neurips.cc/paper_files/paper/2024/hash/aea8bdc42d8ba3a67a69b3f18be93f69-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:suEke2l32ZIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
The role of deductive and inductive reasoning in large language models,"C Cai, X Zhao, H Liu, Z Jiang, T Zhang, Z Wu… ",2024,arxiv,2,https://arxiv.org/abs/2410.02892,"https://scholar.google.com/scholar?q=related:WHEqsWV_RLEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Mixout: Effective regularization to finetune large-scale pretrained language models,"C Lee, K Cho, W Kang ",1909,arxiv,229,https://arxiv.org/abs/1909.11299,"https://scholar.google.com/scholar?q=related:p3QBWlmwnAYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Ultrafeedback: Boosting language models with high-quality feedback,"G Cui, L Yuan, N Ding, G Yao, W Zhu, Y Ni, G Xie, Z Liu… ",2023,openreview,290,https://openreview.net/forum?id=pNkOx3IVWI,"https://scholar.google.com/scholar?q=related:haQnDnrCwMMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Marlin: Mixed-precision auto-regressive parallel inference on large language models,"E Frantar, RL Castro, J Chen, T Hoefler… ",2025,dl,13,https://dl.acm.org/doi/abs/10.1145/3710848.3710871,"https://scholar.google.com/scholar?q=related:gMoAsB-KgyUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Openflamingo: An open-source framework for training large autoregressive vision-language models,"A Awadalla, I Gao, J Gardner, J Hessel… ",2023,arxiv,515,https://arxiv.org/abs/2308.01390,"https://scholar.google.com/scholar?q=related:HryiIfw7NPkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Optimization hyper-parameter laws for large language models,"X Xie, K Ding, S Yan, KC Toh, T Wei ",2024,arxiv,5,https://arxiv.org/abs/2409.04777,"https://scholar.google.com/scholar?q=related:xf_YHDwKQPEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Linear Representations of Political Perspective Emerge in Large Language Models,"J Kim, J Evans, A Schein ",2025,arxiv,1,https://arxiv.org/abs/2503.02080,"https://scholar.google.com/scholar?q=related:NtyxTtBWiY8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Enhancing large vision language models with self-training on image comprehension,"Y Deng, P Lu, F Yin, Z Hu, S Shen… ",2024,proceedings,28,https://proceedings.neurips.cc/paper_files/paper/2024/hash/ed45d6a03de84cc650cae0655f699356-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:uCIOgOV7hnQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Scaling laws for neural language models,"J Kaplan, S McCandlish, T Henighan, TB Brown… ",2020,arxiv,3114,https://arxiv.org/pdf/2001.08361/1000,"https://scholar.google.com/scholar?q=related:P5GBX_TOK-cJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Detecting and preventing hallucinations in large vision language models,"A Gunjal, J Yin, E Bas ",2024,ojs,213,https://ojs.aaai.org/index.php/AAAI/article/view/29771,"https://scholar.google.com/scholar?q=related:KNI2zY2tKbAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Can AI language models replace human participants?,"D Dillion, N Tandon, Y Gu, K Gray ",2023,cell,331,https://www.cell.com/trends/cognitive-sciences/abstract/S1364-6613(23)00098-0,"https://scholar.google.com/scholar?q=related:zzaGug1xXygJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Grading exams using large language models: A comparison between human and AI grading of exams in higher education using ChatGPT,J Flodén ,2025,Wiley Online Library,4,https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1002/berj.4069,"https://scholar.google.com/scholar?q=related:0uqFxOCscC0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Specializing smaller language models towards multi-step reasoning,"Y Fu, H Peng, L Ou, A Sabharwal… ",2023,proceedings,231,https://proceedings.mlr.press/v202/fu23d.html,"https://scholar.google.com/scholar?q=related:xyexsyUwCjgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
From seconds to hours: Reviewing multimodal large language models on comprehensive long video understanding,"H Zou, T Luo, G Xie, F Lv, G Wang, J Chen… ",2024,arxiv,3,https://arxiv.org/abs/2409.18938,"https://scholar.google.com/scholar?q=related:vxp6TzgxJi8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Qwen-audio: Advancing universal audio understanding via unified large-scale audio-language models,"Y Chu, J Xu, X Zhou, Q Yang, S Zhang, Z Yan… ",2023,arxiv,266,https://arxiv.org/abs/2311.07919,"https://scholar.google.com/scholar?q=related:SnW3OPQMe6AJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Retrieval augmented language model pre-training,"K Guu, K Lee, Z Tung, P Pasupat… ",2020,proceedings,2152,http://proceedings.mlr.press/v119/guu20a.html?ref=http://githubhelp.com,"https://scholar.google.com/scholar?q=related:19HifcQj_QMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Prompt stability scoring for text annotation with large language models,"C Barrie, E Palaiologou, P TÃķrnberg ",2024,arxiv,7,https://arxiv.org/abs/2407.02039,"https://scholar.google.com/scholar?q=related:cNt8HaWvdBsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Language models are unsupervised multitask learners,"A Radford, J Wu, R Child, D Luan… ",2019,storage,15034,https://storage.prod.researchhub.com/uploads/papers/2020/06/01/language-models.pdf,"https://scholar.google.com/scholar?q=related:Wm-Dv16E0nUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Language in a bottle: Language model guided concept bottlenecks for interpretable image classification,"Y Yang, A Panagopoulou, S Zhou… ",2023,openaccess,221,http://openaccess.thecvf.com/content/CVPR2023/html/Yang_Language_in_a_Bottle_Language_Model_Guided_Concept_Bottlenecks_for_CVPR_2023_paper.html,"https://scholar.google.com/scholar?q=related:A9wuQzkTvzMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Improving workplace well-being in modern organizations: A review of large language model-based mental health chatbots,"A Yuan, E Garcia Colato, B Pescosolido… ",2025,dl,3,https://dl.acm.org/doi/abs/10.1145/3701041,"https://scholar.google.com/scholar?q=related:R6_dt0Ec0XgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Dynamic-llava: Efficient multimodal large language models via dynamic vision-language context sparsification,"W Huang, Z Zhai, Y Shen, S Cao, F Zhao, X Xu… ",2024,arxiv,5,https://arxiv.org/abs/2412.00876,"https://scholar.google.com/scholar?q=related:BZPJYnEPhFcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
N-gram counts and language models from the common crawl,"C Buck, K Heafield, B Van Ooyen ",2014,research,242,https://www.research.ed.ac.uk/en/publications/n-gram-counts-and-language-models-from-the-common-crawl,"https://scholar.google.com/scholar?q=related:Coc6Cv8_3DwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Scaling language models: Methods, analysis & insights from training gopher","JW Rae, S Borgeaud, T Cai, K Millican… ",2021,arxiv,1175,https://arxiv.org/abs/2112.11446,"https://scholar.google.com/scholar?q=related:PQmoH5gFlpUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Co-writing with opinionated language models affects users' views,"M Jakesch, A Bhat, D Buschek, L Zalmanson… ",2023,dl,236,https://dl.acm.org/doi/abs/10.1145/3544548.3581196,"https://scholar.google.com/scholar?q=related:MxQdpAeCF6EJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models for constructing and optimizing machine learning workflows: A survey,"Y Gu, H You, J Cao, M Yu, H Fan, S Qian ",2024,arxiv,2,https://arxiv.org/abs/2411.10478,"https://scholar.google.com/scholar?q=related:LN5znjgvq2MJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Reasoning with language model is planning with world model,"S Hao, Y Gu, H Ma, JJ Hong, Z Wang, DZ Wang… ",2023,arxiv,489,https://arxiv.org/abs/2305.14992,"https://scholar.google.com/scholar?q=related:AIYP0qUtS-wJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Edgellm: A highly efficient cpu-fpga heterogeneous edge accelerator for large language models,"M Huang, A Shen, K Li, H Peng, B Li… ",2025,ieeexplore,5,https://ieeexplore.ieee.org/iel8/8919/4358591/10916480.pdf,"https://scholar.google.com/scholar?q=related:ZmAHAyRHejUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
CamemBERT: a tasty French language model,"L Martin, B Muller, PJO Suárez, Y Dupont… ",2019,arxiv,1296,https://arxiv.org/abs/1911.03894,"https://scholar.google.com/scholar?q=related:LP_3lTEdgO0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
CorDA: Context-Oriented Decomposition Adaptation of Large Language Models for Task-Aware Parameter-Efficient Fine-tuning,"Y Yang, X Li, Z Zhou, S Song, J Wu… ",2024,proceedings,2,https://proceedings.neurips.cc/paper_files/paper/2024/hash/83f95bb0ac5046338ea2afe3390e9f4b-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:PYc_fH8B56cJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
“Conversing” with qualitative data: Enhancing qualitative research through large language models (LLMs),AS Hayes ,2025,journals,6,https://journals.sagepub.com/doi/abs/10.1177/16094069251322346,"https://scholar.google.com/scholar?q=related:iH55k-m0gRsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Generating images with multimodal language models,"JY Koh, D Fried… ",2023,proceedings,256,https://proceedings.neurips.cc/paper_files/paper/2023/hash/43a69d143273bd8215578bde887bb552-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:fJAV_CajifsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
