Title,Authors,Year,Publisher,Citations,Link
Intelligent computational model for early heart disease prediction using logistic regression and stochastic gradient descent (a preliminary study),"E Miranda, FM Bhatti, M Aryuni… ",2021, ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/9609724/
 Modified self-adaptive Bayesian algorithm for smart heart disease prediction in IoT system,"AF Subahi, OI Khalaf, Y Alotaibi, R Natarajan… ",2022, mdpi,55,https://www.mdpi.com/2071-1050/14/21/14208
Diabetes disease prediction using machine learning on big data of healthcare,"A Mir, SN Dhage ",2018, ieeexplore,177,https://ieeexplore.ieee.org/abstract/document/8697439/
The Heart of Artificial Intelligence: A Review of Machine Learning for Heart Disease Prediction.,BR Neciosup,2024, search,1,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2158107X&AN=182293500&h=hK%2FUwrFHwNrgKF1rcnfa25Jo9Je44PCJr6bmOwmXCJLPmY58NXP32B%2Fc8lfyF5o9QVUV4aFg7egeDGsyGuhLxQ%3D%3D&crl=c
 Heart disease prediction model with k-nearest neighbor algorithm,TA Assegie ,2021, academia,5,https://www.academia.edu/download/90360687/12906.pdf
Leveraging Neighbourhood Component Analysis for Optimizing Multilayer Feed-Forward Neural Networks in Heart Disease Prediction.,"P Ramdass, G Ganesan ",2023, search,5,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23690739&AN=171883394&h=uo4FXqPLp8FXdhvmt0Ondjmef9B4957F1V%2B0nfjkam4yFbLTvH8v45X%2F4GSYIlis6RHQex4llg7b064QbetM8g%3D%3D&crl=c
Performance Analysis of Heart Disease Detection Using Different Machine Learning Approaches,"MN Tousif, MNR Ushan, R Akhter… ",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10534366/
ML & DL Methodologies in Heart Disease Prediction: Brief Analysis,"S Velliangiri, M Mythily… ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9785241/
Implementation of machine learning approach for detecting cardiovascular diseases,"SKH Kauser, D Gowda, RC Tanguturi… ",2023, ieeexplore,21,https://ieeexplore.ieee.org/abstract/document/10205893/
Heart Disease Prediction and Analysis using various Machine Learning Algorithms.,"A Verma, N Yadav ",2022, go,1,https://go.gale.com/ps/i.do?id=GALE%7CA730199971&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=13035150&p=HRCA&sw=w
Heart disease prediction based on MWMOTE and res-BiGRU models,"Q Han, H Liu, M Huang, Y Wu… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10332042/
An Effective Investigation on Implementation of Different Learning Techniques Used for Heart Disease Prediction,"A Gupta, AS Chouhan, K Jyothi… ",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10522150/
 Heart Disease Prediction Using Ensemble Model and Hyperparameter Optimization,"J Ivan, SY Prasetyo ",2023, researchgate,4,https://www.researchgate.net/profile/Jonathan-Ivan/publication/374121197_Heart_Disease_Prediction_Using_Ensemble_Model_and_Hyperparameter_Optimization/links/6757dbcd3f7c7c7a8323f876/Heart-Disease-Prediction-Using-Ensemble-Model-and-Hyperparameter-Optimization.pdf
 Enhancing Heart Disease Diagnosis Using Machine Learning Classifiers.,AAH Alkurdi ,2023, researchgate,6,https://www.researchgate.net/profile/Ahmed-Alkurdi-2/publication/375715669_Enhancing_Heart_Disease_Diagnosis_Using_Machine_Learning_Classifiers/links/655793153fa26f66f40d41dc/Enhancing-Heart-Disease-Diagnosis-Using-Machine-Learning-Classifiers.pdf
An evaluation of artificial neural networks and random forests for heart disease prediction,"WAWA Bakar, NLNB Josdi, MB Man… ",2022, jonuns,10,https://www.jonuns.com/index.php/journal/article/view/961
 A hybrid approach with metaheuristic optimization and random forest in improving heart disease prediction,"G Narasimhan, A Victor ",2025, nature,0,https://www.nature.com/articles/s41598-024-73867-x
Edge-based heart disease prediction using federated learning,"GJL Paulraj, IJR Jebadurai, SP Janani… ",2024, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10534005/
Enhancing heart disease prediction with ensemble deep learning and feature fusion in a smart healthcare monitoring system,"M Verma, J Singh, S Kumari ",2023, Springer,3,https://link.springer.com/chapter/10.1007/978-981-97-1961-7_34
Comparison and Analysis of Various Machine Learning Algorithms for Disease Prediction,"S Kanamarlapudi, VS Yakkala… ",2023, ieeexplore,10,https://ieeexplore.ieee.org/abstract/document/10083509/
Heart Disease Prediction Using Machine Learning,"C Siva Rama Krishna, M Vasanthi… ",2023, Springer,2,https://link.springer.com/chapter/10.1007/978-981-19-8497-6_53
A detailed review on disease prediction models that uses machine learning,"ME Farooqui, DJ Ahmad ",2020, papers,9,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3673221
A Comprehensive Review of Machine Learning Models for Early Heart Disease Prediction,"A Kumar, VK Jain, S Pal ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10882587/
Optimizing Machine Learning Algorithms for Heart Disease Prediction in Healthcare: A Comparative Study,"S Subha, C Balakrishnan… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10689877/
 The use of data mining techniques in heart disease prediction,"Y Gultepe, S Rashed ",2019, academia,17,https://www.academia.edu/download/59047606/V8I4201930.pdf
Machine learning and deep learning techniques on accurate risk prediction of coronary heart disease,"MS Gangadhar, KVS Sai, SHS Kumar… ",2023, ieeexplore,34,https://ieeexplore.ieee.org/abstract/document/10083756/
 Prediction of heart diseases using support vector machine,Y Sandhya ,2020, researchgate,29,https://www.researchgate.net/profile/Yamala-Sandhya/publication/339643031_Prediction_of_Heart_Diseases_using_Support_Vector_Machine/links/5e5deaf0a6fdccbeba147dde/Prediction-of-Heart-Diseases-using-Support-Vector-Machine.pdf
An automatic heart disease prediction using cluster-based bi-directional LSTM (C-BiLSTM) algorithm,"P Dileep, KN Rao, P Bodapati, S Gokuruboyina… ",2023, Springer,94,https://link.springer.com/article/10.1007/s00521-022-07064-0
 Heart Disease Prediction Using Convolutional Neural Network with Elephant Herding Optimization.,"P Nandakumar, R Subhashini ",2024, researchgate,7,https://www.researchgate.net/profile/Nandakumar-Pandiyan/publication/376305832_Heart_Disease_Prediction_Using_Convolutional_Neural_Network_with_Elephant_Herding_Optimization/links/65b0dd926c7ad06ab42635e1/Heart-Disease-Prediction-Using-Convolutional-Neural-Network-with-Elephant-Herding-Optimization.pdf
Multi-disease prediction system using machine learning,"V Raheja, V Shah, M Shetty, P Patel… ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10094382/
A novel approach for heart disease prediction using genetic algorithm and ensemble classification,"I Yekkala, S Dixit ",2021, Springer,10,https://link.springer.com/chapter/10.1007/978-3-030-55187-2_36
 Impact of ensemble learning algorithms towards accurate heart disease prediction,HBF David ,2020, ictactjournals,10,https://ictactjournals.in/paper/IJSC_Vol_10_Iss_3_Paper_3_2084_2089.pdf
Improving heart disease prediction using multi-tier ensemble model,"SY Hera, M Amjad, MK Saba ",2022, Springer,14,https://link.springer.com/article/10.1007/s13721-022-00381-3
 Intelligent cardiovascular disease prediction empowered with gradient descent optimization,"MS Nawaz, B Shoaib, MA Ashraf ",2021, cell,63,https://www.cell.com/heliyon/fulltext/S2405-8440(21)01051-3
 A study of heart disease prediction using multilayer perceptron based on deep learning,"KC Jin, K JiSeong ",2018, … Society (한국지식정보기술학회),8,javascript:void(0)
 Heart Disease Prediction Using Random Forest Based Hybrid Optimization Algorithms.,"R Torthi, ADK Marapatla, S Mande… ",2024, inass,3,https://inass.org/wp-content/uploads/2023/10/2024043012-2.pdf
A clinical support system for prediction of heart disease using machine learning techniques,"H El Hamdaoui, S Boujraf, NEH Chaoui… ",2020, ieeexplore,54,https://ieeexplore.ieee.org/abstract/document/9231760/
Heart Diseases Prediction Using Machine Learning,"A Solanki, A Vardhan, A Jharwal… ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10307839/
 A novel ensemble deep learning model for coronary heart disease prediction,"L Riyaz, MA Butt, M Zaman ",2022, academia,5,https://www.academia.edu/download/113393303/36.06_02.pdf
Improved Machine Learning Algorithm for Heart Disease Prediction Based on Hyperparameter Tuning,"EP Cynthia, SBM Samuri, WS Li… ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10291753/
 Heart disease prediction and factor identification using machine learning algorithms and association rule mining,"OY Dweekat, N Bazrafshan, SS Lu ",2022, researchgate,3,https://www.researchgate.net/profile/Odai-Dweekat/publication/369947853_Heart_Disease_Prediction_and_Factor_Identification_using_Machine_Learning_Algorithms_and_Association_Rule_Mining/links/643638d5ad9b6d17dc51be1d/Heart-Disease-Prediction-and-Factor-Identification-using-Machine-Learning-Algorithms-and-Association-Rule-Mining.pdf
Heart Disease Prediction Using Machine Learning Techniques,"R Poonkuzhali, S Pavithra, KS Kumar… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10725519/
A hybridized model for the prediction of heart disease using ML algorithms,"TP Naidu, KA Gopal, SR Ahmed… ",2021, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/9725780/
 A Review of Machine Learning Techniques Used in the Prediction of Heart Disease,"CS Chaithra, S Siddesha, VNM Aradhya… ",2024, researchgate,6,https://www.researchgate.net/profile/Chaithra-C-S/publication/378661450_A_Review_of_Machine_Learning_Techniques_Used_in_the_Prediction_of_Heart_Disease/links/6728e68277f274616d5c3a57/A-Review-of-Machine-Learning-Techniques-Used-in-the-Prediction-of-Heart-Disease.pdf
 Analysis of hybrid machine learning algorithm for heart disease prediction,"M Walvekar, S Gupta, M Bhoire, S Khan, A Borse ",2023, academia,1,https://www.academia.edu/download/104036273/Analysis_of_Hybrid_Machine_Learning_Algorithm_for_Heart_Disease_Prediction.pdf
 Heart disease prediction system using svm and naive bayes,"MRR Ade, DS Medhekar, MP Bote ",2013, Citeseer,18,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b26ca11dc09d691f0d4e9210272719d948eab2f0
A Machine Learning Based Framework for Heart Disease Detection,"H Pallathadka, M Naved, K Phasinam… ",2022, iopscience,7,https://iopscience.iop.org/article/10.1149/10701.8667ecst/meta
 HEART DISEASE PREDICTION USING MACHINE LEARNING CLASSIFICATION ALGORITHMS,"P Ballodia, MA Suryavanshi ",2024, ijorarjournal,0,https://ijorarjournal.com/web/Download/2024-08-07-05-48-52-Paper%20id%200021.pdf
A Comprehensive Comparison of Machine Learning Techniques for Heart Disease Prediction,"D Madhusoodanan, R Vismaya… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10725748/
 A classification and regression tree algorithm for heart disease modeling and prediction,"M Ozcan, S Peker ",2023, Elsevier,129,https://www.sciencedirect.com/science/article/pii/S2772442522000703
Comparison of machine learning techniques for heart disease diagnosis and prediction,"MI Akbar, A Aminuddin, FF Abdulloh… ",2023, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10427926/
 RHYTHMI: A deep learning-based mobile ECG device for heart disease prediction,"A Eleyan, E AlBoghbaish, A AlShatti, A AlSultan… ",2024, mdpi,3,https://www.mdpi.com/2571-5577/7/5/77
 Intelligent heart disease prediction using neural network,"S Mukherjee, A Sharma ",2019, researchgate,15,https://www.researchgate.net/profile/Soumonos-Mukherjee/publication/331112206_Intelligent_heart_disease_prediction_using_neural_network/links/5ecd7353458515294514647e/Intelligent-heart-disease-prediction-using-neural-network.pdf
AI based prediction for heart disease: a comparative analysis and an improved machine learning approach,"J Raval, JP Verma, SNM Islam, R Jain… ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10137923/
 Heart disease prediction system using data mining techniques: a study,"SI Ansarullah, PK Sharma, A Wahid… ",2016, academia,15,https://www.academia.edu/download/54512158/IRJET-V3I8250.pdf
 Disease prediction in data mining technique–a survey,"S Vijiyarani, S Sudha ",2013, academia,124,https://www.academia.edu/download/53171449/213.pdf
Employing artificial bee colony algorithm to optimize the artificial neural network in heart disease prediction,"MMOF Asaad, J Wahid, AR Rahmat ",2024, pubs,2,https://pubs.aip.org/aip/acp/article-abstract/2895/1/040016/3269707
An Unsupervised Machine Learning Approach for Heart Disease Prediction,"WS Loh, YJ Lim, L Ling, RJ Chin… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10729913/
 Coronary heart disease prediction using machine learning,"V Potdar, L Santhosh, L Jadhav ",2022, researchgate,2,https://www.researchgate.net/profile/Lavanya-Santhosh/publication/368247346_Coronary_Heart_disease_prediction_using_machine_learning/links/64c11b2ab9ed6874a546dd9a/Coronary-Heart-disease-prediction-using-machine-learning.pdf
 Heart disease prediction using machine learning techniques: A systematic review,"K Kaur, M Saini ",2019, jmcms,2,http://jmcms.s3.amazonaws.com/wp-content/uploads/2020/05/24093715/10-Heart-Disease-Prediction-kiranjit-kaur.pdf
Heart Disease Prediction System using Machine Learning Model,"PS Tomar, K Rai, M Zuber ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10200757/
 Prediction of heart disease using data mining techniques,"SK Devi, S Krishnapriya, D Kalita ",2016, academia,74,https://www.academia.edu/download/54227489/102078-221590-1-PB.pdf
A Study on Outlier Detection and Feature Engineering Strategies in Machine Learning for Heart Disease Prediction.,"VR Kukkala, SP Praveen… ",2024, search,3,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02676192&AN=179789415&h=7GhCEhLL6UIz40ZecqeQRGi8JH2M7ajZYwu3Yk6ixW8ePVZd%2Bk6ckfR%2FzwM%2BT6csZI1QLieZsC3fQpANT8KeWA%3D%3D&crl=c
 Cardiovascular disease prediction using random forest machine learning algorithm,"AB Suleiman, S Luka, M Ibrahim ",2023, researchgate,3,https://www.researchgate.net/profile/Aminu-Suleiman-8/publication/377087973_CARDIOVASCULAR_DISEASE_PREDICTION_USING_RANDOM_FOREST_MACHINE_LEARNING_ALGORITHM/links/659a6a866f6e450f19d3197e/CARDIOVASCULAR-DISEASE-PREDICTION-USING-RANDOM-FOREST-MACHINE-LEARNING-ALGORITHM.pdf
Bagging technique to reduce misclassification in coronary heart disease prediction based on random forest,"A Saifudin, UU Nabillah, T Desyani ",2020, iopscience,9,https://iopscience.iop.org/article/10.1088/1742-6596/1477/3/032009/meta
RETRACTED ARTICLE: Feature optimization by discrete weights for heart disease prediction using supervised learning,FAM Al,2021, Springer,50,https://link.springer.com/article/10.1007/s00500-020-05253-4
Utilization of five-distinct dataset to diagnose and predict heart disease: a machine learning approach,"B Akter, R Shakil, A Rajbongshi, U Sara… ",2022, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/9984443/
A Clinical Support System for Prediction of Heart Disease using Ensemble Learning Techniques,"EG Kumar, ML Saini, SAK Ali… ",2023, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10370569/
A robust heart disease prediction system using hybrid deep neural networks,"MS Al Reshan, S Amin, MA Zeb, A Sulaiman… ",2023, ieeexplore,52,https://ieeexplore.ieee.org/abstract/document/10302290/
A comparative study of machine learning approaches to heart disease prediction: an empirical analysis,"QA Hidayaturrohman, HG Clarke, GY Taflan… ",2023, researchsquare,2,https://www.researchsquare.com/article/rs-3098962/latest
Model-Based Learning Techniques for Accurate Heart Disease Risk Prediction,"SY Prasetyo, HA Saputri, GZ Nabiilah… ",2023, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/10458149/
Heart Disease Prediction Using Ensemble Model,"B Adhikari, S Shakya ",2022, Springer,8,https://link.springer.com/chapter/10.1007/978-981-16-7657-4_69
Heart Disease Prediction Using Machine Learning Techniques,"HS Sipail, N Ahmad, NM Noor ",2021, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/9618753/
Heart disease prediction based on pre-trained deep neural networks combined with principal component analysis,"D Hassan, HI Hussein, MM Hassan ",2023, Elsevier,63,https://www.sciencedirect.com/science/article/pii/S1746809422004979
 Analysis of heart disease prediction using data mining techniques,"S Sharmila, MPI Gandhi ",2017, academia,16,https://www.academia.edu/download/89904776/TPID22.pdf
Improving the prediction accuracy of heart disease with ensemble learning and majority voting rule,K Raza ,2019, Elsevier,161,https://www.sciencedirect.com/science/article/pii/B9780128153703000086
Addressing concept drifts using deep learning for heart disease prediction: a review,"KS Desale, SV Shinde ",2022, Springer,13,https://link.springer.com/chapter/10.1007/978-981-16-3346-1_13
 A comprehensive review for chronic disease prediction using machine learning algorithms,"R Islam, A Sultana, MR Islam ",2024, Springer,14,https://link.springer.com/article/10.1186/s43067-024-00150-4
Feature Extraction and Machine Learning Models for Heart Disease Prediction and Classification,"FA Ali, B Mohapatra, A Vajpayee… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10797499/
Predictive analytics for heart disease detection: a machine learning approach,"SPR Kamala, S Gayathri, NM Pillai… ",2023, ieeexplore,14,https://ieeexplore.ieee.org/abstract/document/10193323/
From Data to Diagnosis: Applying Machine Learning Model for Reliable Heart Disease Prediction,"AR Kumkum, A Sen, AY Noman… ",2025, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10948235/
Unveiling the impact of outliers: an improved feature engineering technique for heart disease prediction,"B Kalaivani, A Ranichitra ",2023, Springer,4,https://link.springer.com/chapter/10.1007/978-981-99-6586-1_32
A comparative study of classical and quantum algorithms for heart disease prediction using patients' vital signs,"PB Upama, P Sridevi, M Rabbani… ",2024, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10633679/
A heart disease prediction model using merged XGBoost-SVM classifier and particle swarm optimization,"AB Majumder, S Gupta, S Majumder… ",2024, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10493868/
Heart Disease Prediction Using Machine Learning Techniques,D Devendran ,2025, philpapers,0,https://philpapers.org/rec/DEVHDP
Prediction of heart disease using machine learning,"S Hoque, SS Khatun, AB Khurshid… ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10093246/
Cardiovascular disease prediction using machine learning techniques,"R Kaushik, E Kaushik, K Upreti, P Singh… ",2023, pubs,1,https://pubs.aip.org/aip/acp/article-abstract/2587/1/090008/2923032
 Performance discrepancy mitigation in heart disease prediction for multisensory inter-datasets,"M Hasan, MA Sahid, MP Uddin, MA Marjan… ",2024, peerj,12,https://peerj.com/articles/cs-1917/
Machine Learning Techniques for Heart Disease Prediction Using a Multi-Algorithm Approach,"MK Biddinika, A Masitha, H Herman… ",2024, jurnalnasional,0,https://jurnalnasional.ump.ac.id/index.php/JUITA/article/view/24153
An Efficient Early Stage Heart Disease Risk Detection Using Machine Learning Techniques,W Shishah ,2022, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/9777070/
 A comparative study of heart disease prediction based on principal component analysis and clustering methods,"N Ziasabounchi, IN Askerzade ",2014, dergipark,16,https://dergipark.org.tr/en/download/article-file/162182
Association rule discovery with the train and test approach for heart disease prediction,C Ordonez ,2006, ieeexplore,290,https://ieeexplore.ieee.org/abstract/document/1613959/
Effective Heart disease prediction framework using Random Forest and Logistic regression,"S Naveen, SK Ravindran… ",2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10157078/
 Hybrid optimization based feature selection with DenseNet model for heart disease prediction,"VG Krishnan, MVV Saradhi, SS Kumar… ",2023, researchgate,9,https://www.researchgate.net/profile/Dr-V-Gokula-Krishnan/publication/378803559_Hybrid_Optimization_based_Feature_Selection_with_DenseNet_Model_for_Heart_Disease_Prediction/links/65eabd76b7819b433be705cc/Hybrid-Optimization-based-Feature-Selection-with-DenseNet-Model-for-Heart-Disease-Prediction.pdf
A comprehensive survey on heart disease prediction using Machine Intelligence,"SG Dogiparthi, K Jayanthi, AA Pillai ",2021, researchsquare,6,https://www.researchsquare.com/article/rs-680505/latest
 A robust framework for data generative and heart disease prediction based on efficient deep learning models,"RR Sarra, AM Dinar, MA Mohammed, MKA Ghani… ",2022, mdpi,38,https://www.mdpi.com/2075-4418/12/12/2899
Heart disease prediction using novel ensemble and blending based cardiovascular disease detection networks: EnsCVDD-Net and BlCVDD-Net,"H Khan, N Javaid, T Bashir, M Akbar, N Alrajeh… ",2024, ieeexplore,24,https://ieeexplore.ieee.org/abstract/document/10577964/
Utilizing IoT wearable medical device for heart disease prediction using higher order Boltzmann model: A classification approach,Z Al,2019, Elsevier,162,https://www.sciencedirect.com/science/article/pii/S0263224119306724
A compassion of three data miming algorithms for heart disease prediction,"NS Hassan, AM Abdulazeez, JN Saeed… ",2021, ieeexplore,11,https://ieeexplore.ieee.org/abstract/document/9509985/
Enhancing heart disease prediction with Hybridized KNN-MOPSO algorithm,"R Manoranjitham, S Punitha… ",2024, taylorfrancis,1,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003369059-20/enhancing-heart-disease-prediction-hybridized-knn-mopso-algorithm-manoranjitham-punitha-thompson-stephan
Toward User-centered Explainable Displays for Complex Machine Learning Models in Healthcare: A Case Study of Heart Disease Prediction,JK Nuamah ,2024, journals,0,https://journals.sagepub.com/doi/abs/10.1177/10711813241264252
Comparative Analysis of Multiclass Heart Disease Prediction Classification Models using Preprocessing and Feature Selection,"A Lakshmi, R Devi ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/9987274/
Classification model for meticulous presaging of heart disease through NCA using machine learning,"R Aggarwal, S Kumar ",2023, Springer,7,https://link.springer.com/article/10.1007/s12065-023-00830-6
 Optimizing heart disease prediction through ensemble and hybrid machine learning techniques,"NN Reddy, L Nipun, MDU Baba… ",2024, academia,0,https://www.academia.edu/download/119672289/84_35854_IJECE_13_Faizah.pdf
Heart disease prediction in healthcare communities by machine learning over big data,"L Thirupathi, B Srinivasulu, U Khanapurkar… ",2022, Springer,2,https://link.springer.com/chapter/10.1007/978-981-19-4863-3_38
Optimized Machine Learning Models for Heart Disease Prediction: A Performance Analysis,"D Purwanto, SC Hidayati, DI Ricoida… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10762500/
HeartInspect: Heart Disease Prediction of an Individual Using Naïve Bayes Algorithm,"N Sabri, AA Shari, KAFA Samah… ",2023, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/10420149/
Machine Learning Based Heart Disease Prediction Using ECG Image,"K Bhangale, S Kadam, S Chame… ",2024, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10593572/
 Explainable AI-Driven Chatbot System for Heart Disease Prediction Using Machine Learning.,"S Muneer, TM Ghazal, T Alyas, MA Raza… ",2024, researchgate,1,https://www.researchgate.net/profile/Sagheer-Abbas-2/publication/387718571_Explainable_AI-Driven_Chatbot_System_for_Heart_Disease_Prediction_Using_Machine_Learning/links/67972380645ef274a447a87f/Explainable-AI-Driven-Chatbot-System-for-Heart-Disease-Prediction-Using-Machine-Learning.pdf
An Empirical State-of-art Analogy on Heart Disease Prediction Using Machine Learning Methodologies,"A Behera, RC Barik, DS Sahoo… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10724994/
Comparison of SVM-based heart disease prediction with naive bayes-based prediction on accuracy,"GR Thummala, R Baskar ",2024, pubs,1,https://pubs.aip.org/aip/acp/article-abstract/2853/1/020180/3290312
"Heart disease prediction using ensemble of k-nearest neighbour, random forest and logistic regression method","MSA Suhaimi, NA Ramli, N Muhammad ",2024, pubs,3,https://pubs.aip.org/aip/acp/article-abstract/2895/1/040009/3269700
Heart Disease Prediction Using Machine Learning Models,"R Jugurnauth, S Madhoo ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10892154/
Heart Disease and Chronic Kidney Disease Prediction based on Internet of Things using FRNN Algorithm,"S Chitra, V Jayalakshmi ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/9753749/
A Context‐Aware MRIPPER Algorithm for Heart Disease Prediction,"S Almutairi, S Manimurugan… ",2022, Wiley Online Library,5,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/7853604
Comparative analysis of machine learning algorithms for predicting heart disease: A comprehensive study,"AS Afridi, M Abdullah",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10498611/
Hybrid Classfication for Heart Disease Prediction using Artificial Intelligence,J Gill ,2021, ieeexplore,10,https://ieeexplore.ieee.org/abstract/document/9418345/
An improved framework for reliable cardiovascular disease prediction using hybrid ensemble learning,"T Mahmud, A Barua, M Begum… ",2023, ieeexplore,95,https://ieeexplore.ieee.org/abstract/document/10101564/
 A Secure IoT-Cloud Based Remote Health Monitoring for Heart Disease Prediction Using Machine Learning and Deep Learning Techniques,"SP Patro, N Padhy ",2023, mdpi,3,https://www.mdpi.com/2673-4591/56/1/241
Application of machine learning algorithms in predicting the heart disease in patients,"R Sulthana, AK Jaithunbi… ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10117653/
 A fuzzy transformation approach to enhance active learning for heart disease prediction,"HR de Oliveira, AW Vieira, LI Santos, PY Ekel… ",2024, IOS Press,1,/citations?user=xvoih1AAAAAJ&hl=en&oe=ASCII&oi=sra
 Heart Disease Prediction System Using Random Forest Technique,"GH Babu, G Jayasree, C Ashika, V Ahalya, KA Niroopa ",2023, academia,3,https://www.academia.edu/download/100156781/Heart_Disease_Prediction_System_Using_Random_Forest_Technique.pdf
 Artificial Intelligence in Disease Prediction: Transforming Early Diagnosis and Preventive Healthcare,RR Kothinti ,2024, researchgate,51,https://www.researchgate.net/profile/Rishi-Reddy-Kothinti/publication/389357579_Artificial_Intelligence_in_Disease_Prediction_Transforming_Early_Diagnosis_and_Preventive_Healthcare/links/67bfd7cff5cb8f70d5c09073/Artificial-Intelligence-in-Disease-Prediction-Transforming-Early-Diagnosis-and-Preventive-Healthcare.pdf
Cardiovascular heart disease prediction using machine learning classifiers with data mining techniques.,"S Shareefunnisa, DR Mahima… ",2021, search,3,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=13096591&AN=160413513&h=4IqWGncpZBZ%2Fv6O%2FYJ0UbOiAatoJ4FqpmFUXHBYgvAtq22%2BVhxfuGVfkxpPxLJzlsB%2BzPLPRYprD6GgMKAx%2BGw%3D%3D&crl=c
Heart disease classification using data mining tools and machine learning techniques,"I Tougui, A Jilbab, J El Mhamdi ",2020, Springer,161,https://link.springer.com/article/10.1007/s12553-020-00438-1
 A hybrid bidirectional LSTM and 1D CNN for heart disease prediction,MG El,2021, fci,8,https://fci.stafpu.bu.edu.eg/Scientific%20Computing/6371/publications/Ahmed%20Hagag_20211018.pdf
Performance of different machine learning techniques for the prediction of heart diseases,"MR Sarveshvar, A Gogoi, AK Chaubey… ",2021, ieeexplore,30,https://ieeexplore.ieee.org/abstract/document/9702566/
IoT-Enabled Heart Disease Prediction: Harnessing Machine Learning for Proactive Healthcare,"BY Sathe, M Biradar, S Chakrabartty… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10775150/
Heart Disease Prediction Using Machine Learning: A Data-Driven Approach,"A Akhrorkhuja, D Ather, R Chauhan… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10840998/
Exploration of Different Techniques on Heart Disease Prediction,"K Mittal, K Srivastava, M Gupta… ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10441731/
 Leveraging knowledge graphs for enhancing machine learning-based heart disease prediction,"M Llugiqi, FJ Ekaputra, M Sabou ",2024, semsys,1,https://semsys.ai.wu.ac.at/sites/KG-NeSy/papers/P28.pdf
Multiple Disease Prediction Using Machine Learning Algorithm,"S Chaudhari, P Deo, P Deshmukh… ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10391958/
Heart Disease: Automatic Prediction from the Numerical and Categorical Features by Machine Learning Methods,"SK Satapathy, H Makadiya, MH Malik… ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10126448/
Machine Learning Models for Advancing Heart Disease Prediction and Diagnosis,"S Reddy, KK Shetty ",2025, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10915036/
